b'32.913814,-117.099801,2022-7-29 20:33:14,25.13,45.90,6.20\r,1,0\r\n'
b'32.913812,-117.099831,2022-7-29 20:33:16,25.13,51.00,7.18\r,1,0\r\n'
b'32.913807,-117.099861,2022-7-29 20:33:18,25.13,55.88,7.15\r,1,0\r\n'
b'32.913807,-117.099861,2022-7-29 20:33:18,25.19,35.71,6.21\r,1,0\r\n'
b'32.913807,-117.099861,2022-7-29 20:33:18,25.19,50.81,7.15\r,1,0\r\n'
b'32.913857,-117.099933,2022-7-29 20:33:26,25.31,50.87,6.21\r,1,0\r\n'
b'32.913857,-117.099933,2022-7-29 20:33:26,25.31,55.88,6.20\r,1,0\r\n'
b'32.913897,-117.099956,2022-7-29 20:33:30,25.25,50.93,6.21\r,1,0\r\n'
b'32.913897,-117.099956,2022-7-29 20:33:30,25.13,51.00,7.12\r,1,0\r\n'
b'32.913947,-117.099985,2022-7-29 20:33:34,25.13,46.02,7.16\r,1,0\r\n'
b'32.913947,-117.099985,2022-7-29 20:33:34,25.13,50.93,6.18\r,1,0\r\n'
b'32.913989,-117.100015,2022-7-29 20:33:38,25.19,55.95,6.20\r,1,0\r\n'
b'32.913989,-117.100015,2022-7-29 20:33:38,25.19,35.85,7.14\r,1,0\r\n'
b'32.914029,-117.100033,2022-7-29 20:33:42,25.19,56.02,6.19\r,1,0\r\n'
b'32.914047,-117.100046,2022-7-29 20:33:44,25.13,51.00,6.19\r,1,0\r\n'
b'32.914061,-117.100049,2022-7-29 20:33:46,25.19,45.96,7.14\r,1,0\r\n'
b'32.914064,-117.100047,2022-7-29 20:33:48,25.19,51.00,6.20\r,1,0\r\n'
b'32.914069,-117.100049,2022-7-29 20:33:50,25.13,41.01,7.14\r,1,0\r\n'
b'32.914072,-117.100050,2022-7-29 20:33:52,25.00,51.12,7.14\r,1,0\r\n'
b'32.914073,-117.100050,2022-7-29 20:33:54,24.94,46.02,6.18\r,1,0\r\n'
b'32.914073,-117.100050,2022-7-29 20:33:54,25.13,45.96,6.20\r,1,0\r\n'
b'32.914073,-117.100050,2022-7-29 20:33:54,25.06,46.13,7.14\r,1,0\r\n'
b'32.914079,-117.100054,2022-7-29 20:34:02,25.06,35.89,6.18\r,1,0\r\n'
b'32.914079,-117.100054,2022-7-29 20:34:02,25.06,40.96,6.17\r,1,0\r\n'
b'32.914084,-117.100052,2022-7-29 20:34:06,24.94,51.19,7.13\r,1,0\r\n'
b'32.914084,-117.100052,2022-7-29 20:34:06,25.06,40.91,6.17\r,1,0\r\n'
b'32.914086,-117.100059,2022-7-29 20:34:10,25.13,51.00,6.15\r,1,0\r\n'
b'32.914085,-117.100059,2022-7-29 20:34:14,25.06,51.12,7.17\r,1,0\r\n'
b'32.914085,-117.100059,2022-7-29 20:34:14,25.13,56.09,7.41\r,1,0\r\n'
b'32.914087,-117.100058,2022-7-29 20:34:20,25.19,55.88,7.16\r,1,0\r\n'
b'32.914089,-117.100055,2022-7-29 20:34:22,25.50,1068.22,15.61\r,1,0\r\n'
b'32.914091,-117.100052,2022-7-29 20:34:24,25.94,1062.56,15.56\r,1,0\r\n'
b'32.914090,-117.100050,2022-7-29 20:34:26,26.38,1053.53,15.37\r,1,0\r\n'
b'32.914093,-117.100048,2022-7-29 20:34:28,26.69,1057.95,14.81\r,1,0\r\n'
b'32.914093,-117.100047,2022-7-29 20:34:30,26.94,1044.65,14.89\r,1,0\r\n'
